Season,Team,Tempo,RankTempo,AdjTempo,RankAdjTempo,AdjOE,RankAdjOE,AdjOE,RankAdjOE,AdjDE,RankAdjDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM
2003,Drake,63.5441,307,62.2884,302,101.723,172,101.723,172,107.944,269,107.944,269,-6.22062,225
2003,Drexel,68.1492,184,67.5715,138,101.699,173,101.699,173,96.6819,65,96.6819,65,5.01703,111
2003,Duke,73.0845,29,70.6872,40,115.019,13,115.019,13,91.2701,15,91.2701,15,23.749,6
2003,Duquesne,69.8479,117,68.0006,119,99.3619,215,99.3619,215,103.53,190,103.53,190,-4.16831,206
2003,"East Carolina",65.712,273,65.1559,249,99.3493,216,99.3493,216,99.1245,107,99.1245,107,0.224776,164
2003,"East Tennessee St.",77.7188,2,75.1664,3,101.313,186,101.313,186,99.5631,116,99.5631,116,1.74968,147
2003,"Eastern Illinois",72.4177,42,69.776,62,106.844,89,106.844,89,108.137,273,108.137,273,-1.29297,180
2003,"Eastern Kentucky",73.8047,22,71.2901,26,99.4701,213,99.4701,213,110.436,297,110.436,297,-10.9655,269
2003,"Eastern Michigan",73.7526,23,72.7738,8,103.974,132,103.974,132,107.829,267,107.829,267,-3.85569,203
2003,"Eastern Washington",69.5547,129,67.8696,123,102.903,155,102.903,155,97.6115,81,97.6115,81,5.29139,109
2003,Elon,64.4831,295,63.1994,294,92.9582,291,92.9582,291,107.306,259,107.306,259,-14.3482,292
2003,Evansville,67.1198,235,67.4989,141,105.897,101,105.897,101,107.451,263,107.451,263,-1.55337,182
2003,Fairfield,71.3954,60,69.1642,77,99.1584,220,99.1584,220,98.2203,89,98.2203,89,0.938105,154
2003,"Fairleigh Dickinson",70.0278,111,67.9983,120,97.2128,254,97.2128,254,109.032,286,109.032,286,-11.8189,279
2003,FIU,63.5582,306,61.5681,313,95.0344,272,95.0344,272,101.324,148,101.324,148,-6.28949,227
2003,Florida,67.0158,236,64.9594,256,116.494,6,116.494,6,94.3577,36,94.3577,36,22.1362,11
2003,"Florida A&M",68.7093,158,67.4666,145,98.0641,240,98.0641,240,109.052,288,109.052,288,-10.988,270
2003,"Florida Atlantic",74.6272,13,72.1264,15,92.0747,297,92.0747,297,105.449,228,105.449,228,-13.3741,288
2003,"Florida St.",70.2444,104,67.4667,144,100.885,194,100.885,194,92.0445,18,92.0445,18,8.84015,77
2003,Fordham,71.1134,75,69.656,64,97.2263,253,97.2263,253,107.444,262,107.444,262,-10.218,258
2003,"Fresno St.",67.6861,209,65.7104,221,105.21,112,105.21,112,98.9467,104,98.9467,104,6.26358,98
2003,Furman,66.45,251,62.9046,296,97.8704,244,97.8704,244,105.236,227,105.236,227,-7.36514,233
2003,"Gardner Webb",73.5024,25,70.8201,36,90.6564,305,90.6564,305,102.295,169,102.295,169,-11.6389,277
2003,"George Mason",66.0121,264,64.8578,262,98.0618,241,98.0618,241,93.8064,27,93.8064,27,4.25542,117
2003,"George Washington",69.251,141,68.5579,96,107.248,83,107.248,83,102.067,163,102.067,163,5.18076,110
2003,Georgetown,73.3514,27,70.7388,38,107.063,86,107.063,86,92.1565,19,92.1565,19,14.9066,35
2003,Georgia,69.1525,143,67.122,159,120.855,1,120.855,1,99.9263,124,99.9263,124,20.9285,16
2003,"Georgia Southern",73.5865,24,71.6216,22,102.231,164,102.231,164,109.199,291,109.199,291,-6.9681,231
2003,"Georgia St.",68.6128,165,66.6845,180,101.462,178,101.462,178,107.599,265,107.599,265,-6.13755,224
2003,"Georgia Tech",71.0214,79,68.9715,80,109.076,57,109.076,57,94.8462,39,94.8462,39,14.2299,43
2003,Gonzaga,69.3501,139,66.9099,170,113.249,21,113.249,21,97.666,82,97.666,82,15.5826,33
2003,"Grambling St.",75.6184,7,71.9258,17,95.7108,265,95.7108,265,111.765,308,111.765,308,-16.0546,298
2003,"Green Bay",66.3045,257,64.8959,259,103.341,145,103.341,145,107.098,255,107.098,255,-3.75661,201
2003,Hampton,71.2013,67,69.8671,58,94.765,275,94.765,275,102.91,177,102.91,177,-8.14491,241
2003,Hartford,64.892,289,64.1178,280,98.1768,239,98.1768,239,101.859,160,101.859,160,-3.68251,199
2003,Harvard,71.2808,66,71.8631,19,98.2979,236,98.2979,236,103.991,194,103.991,194,-5.69352,218
2003,Hawaii,67.7019,208,65.8261,213,102.863,156,102.863,156,98.5286,95,98.5286,95,4.3339,115
2003,"High Point",69.4,134,68.2051,111,95.6074,268,95.6074,268,113.359,318,113.359,318,-17.7512,307
2003,Hofstra,69.6392,125,68.3382,107,95.0034,273,95.0034,273,104.692,211,104.692,211,-9.68852,255
2003,"Holy Cross",65.2896,282,65.0753,250,105.473,107,105.473,107,95.0743,45,95.0743,45,10.3985,66
2003,Houston,65.7745,271,63.228,292,93.1897,289,93.1897,289,98.0304,87,98.0304,87,-4.84063,212
2003,Howard,71.1533,71,69.797,61,97.5767,249,97.5767,249,109.152,289,109.152,289,-11.575,276
2003,Idaho,62.6463,312,62.3072,301,96.3883,261,96.3883,261,100.998,142,100.998,142,-4.61009,210
2003,"Idaho St.",70.4856,93,70.3784,46,99.6316,208,99.6316,208,101.845,158,101.845,158,-2.21349,186
2003,Illinois,67.9148,197,67.7931,127,113.167,22,113.167,22,88.6931,7,88.6931,7,24.4742,5
2003,"Illinois Chicago",68.6967,160,68.3528,106,110.504,38,110.504,38,99.8642,123,99.8642,123,10.6402,62
2003,"Illinois St.",65.8509,270,65.1881,247,99.431,214,99.431,214,104.867,217,104.867,217,-5.43602,215
2003,Indiana,65.1725,284,63.6705,284,113.351,20,113.351,20,98.87,102,98.87,102,14.4806,41
2003,"Indiana St.",63.3133,309,62.1371,305,90.915,304,90.915,304,101.7,155,101.7,155,-10.7854,266
2003,Iona,71.3057,63,68.964,82,102.217,165,102.217,165,101.669,154,101.669,154,0.547794,159
2003,Iowa,67.3917,228,67.1213,160,106.393,96,106.393,96,97.8884,85,97.8884,85,8.50481,78
2003,"Iowa St.",68.6504,162,66.2943,192,106.268,98,106.268,98,95.6812,53,95.6812,53,10.5866,64
2003,IPFW,71.095,78,68.5861,94,95.7757,264,95.7757,264,106.917,252,106.917,252,-11.1414,272
2003,IUPUI,68.596,166,67.0457,164,102.927,153,102.927,153,102.465,171,102.465,171,0.461818,161
2003,"Jackson St.",74.89,11,71.8665,18,94.0206,281,94.0206,281,104.861,216,104.861,216,-10.8399,267
2003,Jacksonville,69.6013,127,66.278,194,93.4122,286,93.4122,286,103.98,193,103.98,193,-10.5678,263
2003,"Jacksonville St.",71.1148,74,68.4319,102,103.453,143,103.453,143,106.17,240,106.17,240,-2.71716,191
2003,"James Madison",68.1953,181,66.1846,196,99.5114,210,99.5114,210,105.173,225,105.173,225,-5.66198,217
2003,Kansas,73.9417,19,72.1905,14,115.037,12,115.037,12,86.4134,3,86.4134,3,28.6235,2
2003,"Kansas St.",67.4292,223,65.7039,222,107.909,73,107.909,73,97.0362,70,97.0362,70,10.8727,60
2003,"Kent St.",67.6079,215,66.7186,179,111.197,32,111.197,32,104.689,210,104.689,210,6.50807,94
2003,Kentucky,69.0663,146,67.6754,132,116.539,5,116.539,5,87.3578,4,87.3578,4,29.1808,1
2003,"La Salle",69.0827,144,67.5717,137,102.378,160,102.378,160,102.105,164,102.105,164,0.273142,163
2003,Lafayette,65.7481,272,66.3998,189,101.313,185,101.313,185,110.295,294,110.295,294,-8.98183,247
2003,Lamar,67.9889,191,66.1412,199,92.7371,292,92.7371,292,101.309,147,101.309,147,-8.57214,243
2003,Lehigh,65.0596,287,65.2242,246,98.2921,237,98.2921,237,104.229,201,104.229,201,-5.9365,223
2003,Liberty,69.8759,115,68.5256,99,88.9636,314,88.9636,314,104.595,206,104.595,206,-15.6311,297
2003,Lipscomb,74.4513,14,69.8882,57,98.8365,226,98.8365,226,115.117,321,115.117,321,-16.2807,300
2003,"LIU Brooklyn",74.419,15,73.2447,6,97.8326,245,97.8326,245,110.683,298,110.683,298,-12.8501,286
2003,"Long Beach St.",66.1153,263,65.6343,227,96.8587,257,96.8587,257,112.264,313,112.264,313,-15.4054,295
2003,"Louisiana Lafayette",71.6517,58,69.8193,60,107.931,71,107.931,71,97.4059,76,97.4059,76,10.5248,65
2003,"Louisiana Monroe",73.8398,21,72.7389,10,94.4281,276,94.4281,276,104.039,196,104.039,196,-9.61089,254
2003,"Louisiana Tech",68.6988,159,67.6208,135,101.753,171,101.753,171,104.104,197,104.104,197,-2.35061,188
2003,Louisville,72.2595,45,72.4883,12,115.759,9,115.759,9,93.01,25,93.01,25,22.7485,10
2003,"Loyola Chicago",71.3649,62,70.0897,52,105.711,103,105.711,103,101.857,159,101.857,159,3.85386,124
2003,"Loyola Marymount",71.9641,49,69.8365,59,98.4036,233,98.4036,233,102.489,173,102.489,173,-4.08531,204
2003,"Loyola MD",66.4821,250,63.9245,283,87.6573,317,87.6573,317,110.355,295,110.355,295,-22.6981,315
2003,LSU,68.1652,183,67.5485,140,110.97,33,110.97,33,92.8164,24,92.8164,24,18.1539,23
2003,Maine,70.2339,106,68.3194,108,99.5486,209,99.5486,209,102.871,175,102.871,175,-3.32187,197
2003,Manhattan,70.6603,90,68.0831,117,105.478,106,105.478,106,95.4342,52,95.4342,52,10.0442,68
2003,Marist,70.7703,86,68.5618,95,101.361,183,101.361,183,106.666,247,106.666,247,-5.30539,213
2003,Marquette,67.4146,224,65.723,219,120.526,2,120.526,2,99.2211,109,99.2211,109,21.3046,15
2003,Marshall,68.3638,175,67.4681,143,102.165,166,102.165,166,102.933,178,102.933,178,-0.76852,174
2003,Maryland,73.2457,28,71.5321,23,110.935,34,110.935,34,88.9399,9,88.9399,9,21.9954,13
2003,"Maryland Eastern Shore",65.4891,278,64.0369,282,91.4447,300,91.4447,300,116.103,322,116.103,322,-24.6585,319
2003,Massachusetts,65.5183,277,64.9048,258,96.549,259,96.549,259,99.8031,120,99.8031,120,-3.2541,195
2003,"McNeese St.",69.356,137,67.8985,122,100.394,203,100.394,203,105.174,226,105.174,226,-4.77938,211
2003,Memphis,70.3935,98,68.3054,109,110.868,35,110.868,35,94.1477,33,94.1477,33,16.7202,29
2003,Mercer,72.4473,40,69.523,65,106.418,95,106.418,95,107.257,257,107.257,257,-0.838714,175
2003,"Miami FL",69.3441,140,65.828,212,103.277,146,103.277,146,97.1737,74,97.1737,74,6.10287,100
2003,"Miami OH",58.4729,326,56.6918,326,101.08,190,101.08,190,98.6606,99,98.6606,99,2.41909,139
2003,Michigan,66.9629,237,65.0506,252,108.974,59,108.974,59,98.2619,91,98.2619,91,10.7122,61
2003,"Michigan St.",65.1159,286,63.5704,286,110.124,43,110.124,43,89.865,12,89.865,12,20.2594,19
2003,"Middle Tennessee St.",67.3806,229,66.0002,206,103.838,133,103.838,133,100.482,131,100.482,131,3.35578,126
2003,Milwaukee,71.3774,61,71.1652,31,108.969,60,108.969,60,95.9961,59,95.9961,59,12.9732,52
2003,Minnesota,70.8809,83,70.7046,39,107.365,80,107.365,80,97.6879,83,97.6879,83,9.67682,72
2003,Mississippi,63.4803,308,62.8249,298,111.213,31,111.213,31,100.322,130,100.322,130,10.8914,59
2003,"Mississippi St.",66.3541,255,64.8465,263,107.375,79,107.375,79,85.8488,1,85.8488,1,21.5263,14
2003,"Mississippi Valley St.",70.9104,81,67.554,139,104.172,130,104.172,130,112.007,312,112.007,312,-7.83478,236
2003,Missouri,68.7362,155,66.8503,173,111.511,27,111.511,27,94.1895,34,94.1895,34,17.3211,28
2003,Monmouth,68.829,149,66.8244,174,91.9254,298,91.9254,298,100.077,127,100.077,127,-8.15119,242
2003,Montana,67.9897,190,66.0721,204,104.341,127,104.341,127,107.087,254,107.087,254,-2.7453,193
2003,"Montana St.",64.1665,301,61.8979,311,100.163,205,100.163,205,105.861,237,105.861,237,-5.69861,219
2003,"Morehead St.",70.2027,107,67.6152,136,109.591,47,109.591,47,108.064,272,108.064,272,1.52663,151
2003,"Morgan St.",69.7873,121,68.7354,88,92.079,296,92.079,296,117.437,325,117.437,325,-25.3578,320
2003,"Morris Brown",69.4641,132,65.4377,240,86.8871,320,86.8871,320,114.441,320,114.441,320,-27.5534,325
2003,"Mount St. Mary's",66.5308,248,64.2484,276,90.5415,306,90.5415,306,106.7,248,106.7,248,-16.1584,299
2003,"Murray St.",68.2931,179,65.5176,233,107.332,81,107.332,81,101.8,157,101.8,157,5.53205,106
2003,Navy,65.6273,275,65.5718,232,90.5397,307,90.5397,307,104.653,208,104.653,208,-14.113,290
2003,Nebraska,68.8561,148,66.5633,183,97.3915,252,97.3915,252,94.919,42,94.919,42,2.47255,138
2003,Nevada,70.4161,97,68.8488,85,108.044,64,108.044,64,99.8539,122,99.8539,122,8.18974,83
2003,"New Hampshire",71.196,68,70.438,45,93.9514,282,93.9514,282,112.456,314,112.456,314,-18.5046,310
2003,"New Mexico",66.2904,259,65.6145,228,107.721,75,107.721,75,109.992,293,109.992,293,-2.27091,187
2003,"New Mexico St.",68.5268,168,67.2018,157,107.664,78,107.664,78,100.158,128,100.158,128,7.50686,87
2003,"New Orleans",68.3518,176,66.2832,193,101.661,175,101.661,175,102.15,167,102.15,167,-0.488555,172
2003,Niagara,68.5168,171,66.5065,184,109.471,50,109.471,50,110.369,296,110.369,296,-0.897998,177
2003,"Nicholls St.",64.5476,294,62.0895,307,87.4622,318,87.4622,318,113.009,315,113.009,315,-25.5469,321
2003,"Norfolk St.",67.5019,218,65.7433,218,88.1479,316,88.1479,316,103.367,187,103.367,187,-15.2191,294
2003,"North Carolina",71.1802,70,68.3003,110,107.929,72,107.929,72,95.7791,57,95.7791,57,12.1504,54
2003,"North Carolina A&T",69.976,113,68.6812,92,84.0598,324,84.0598,324,119.426,327,119.426,327,-35.3661,327
2003,"North Carolina St.",66.9241,241,64.958,257,111.241,30,111.241,30,98.0642,88,98.0642,88,13.1768,50
2003,"North Texas",71.8857,52,70.166,50,99.3,217,99.3,217,106.612,246,106.612,246,-7.31229,232
2003,Northeastern,71.8327,54,70.0735,53,98.8881,225,98.8881,225,104.222,200,104.222,200,-5.3335,214
2003,"Northern Arizona",70.3065,101,68.1145,115,99.5047,211,99.5047,211,102.106,165,102.106,165,-2.60088,190
2003,"Northern Illinois",66.9116,242,64.8423,264,104.58,123,104.58,123,102.057,162,102.057,162,2.52327,137
2003,"Northern Iowa",64.7291,291,64.5804,269,102.036,169,102.036,169,104.811,214,104.811,214,-2.7758,194
2003,Northwestern,61.5423,315,60.3705,317,104.954,117,104.954,117,104.907,218,104.907,218,0.0469879,167
2003,"Northwestern St.",71.9214,51,70.6099,42,85.2148,322,85.2148,322,102.142,166,102.142,166,-16.9273,305
2003,"Notre Dame",71.7524,56,69.1892,74,116.471,7,116.471,7,96.16,60,96.16,60,20.311,18
2003,Oakland,72.5702,38,71.3049,25,103.656,136,103.656,136,105.723,231,105.723,231,-2.06707,185
2003,Ohio,66.3664,254,65.613,229,104.48,124,104.48,124,104.704,212,104.704,212,-0.223619,168
2003,"Ohio St.",65.1217,285,64.2291,277,103.224,147,103.224,147,94.2942,35,94.2942,35,8.92978,75
2003,Oklahoma,64.3738,297,62.7171,299,112.068,25,112.068,25,89.0632,10,89.0632,10,23.0051,9
2003,"Oklahoma St.",68.2448,180,66.7345,177,105.916,100,105.916,100,88.2473,5,88.2473,5,17.6686,25
2003,"Old Dominion",67.5895,217,66.5704,182,99.191,219,99.191,219,98.8958,103,98.8958,103,0.295218,162
2003,"Oral Roberts",69.7876,120,68.0954,116,104.642,121,104.642,121,103.436,188,103.436,188,1.20538,153
2003,Oregon,74.9617,10,71.247,28,111.352,29,111.352,29,97.1032,73,97.1032,73,14.2488,42
2003,"Oregon St.",69.3539,138,66.8566,172,100.742,196,100.742,196,97.5328,79,97.5328,79,3.20886,128
2003,Pacific,65.9854,266,66.3159,191,99.8917,207,99.8917,207,100.75,139,100.75,139,-0.858188,176
2003,Penn,64.1017,302,63.3317,290,110.293,41,110.293,41,96.9466,68,96.9466,68,13.3462,48
2003,"Penn St.",68.0863,189,67.6365,133,98.6273,231,98.6273,231,103.209,185,103.209,185,-4.58118,209
2003,Pepperdine,71.9555,50,70.8326,35,110.152,42,110.152,42,108.465,279,108.465,279,1.687,148
2003,Pittsburgh,67.8523,202,64.7418,266,114.848,14,114.848,14,86.2342,2,86.2342,2,28.6134,3
2003,Portland,70.7398,88,68.1565,113,98.7034,229,98.7034,229,102.957,179,102.957,179,-4.2532,207
2003,"Portland St.",67.982,193,65.4634,238,87.193,319,87.193,319,98.6503,98,98.6503,98,-11.4573,275
2003,"Prairie View A&M",70.2494,103,67.289,152,97.4478,250,97.4478,250,106.524,244,106.524,244,-9.07576,249
2003,Princeton,60.4449,323,59.9444,319,109.166,54,109.166,54,106.172,241,106.172,241,2.99413,133
2003,Providence,68.806,150,67.0232,166,107.95,69,107.95,69,94.0979,32,94.0979,32,13.8521,45
2003,Purdue,69.5687,128,69.2518,71,107.021,87,107.021,87,89.5983,11,89.5983,11,17.4232,27
2003,Quinnipiac,72.8656,35,70.9661,33,99.094,222,99.094,222,105.816,236,105.816,236,-6.72215,229
2003,Radford,69.6796,124,68.5489,98,88.5699,315,88.5699,315,108.163,274,108.163,274,-19.5931,313
2003,"Rhode Island",70.0625,110,68.5115,100,101.6,176,101.6,176,97.2728,75,97.2728,75,4.32697,116
2003,Rice,70.315,100,69.1983,73,105.839,102,105.839,102,101.105,144,101.105,144,4.73391,112
2003,Richmond,64.4458,296,62.1046,306,101.432,180,101.432,180,95.1564,48,95.1564,48,6.27555,97
2003,Rider,65.257,283,63.1742,295,99.1507,221,99.1507,221,104.944,220,104.944,220,-5.79362,221
2003,"Robert Morris",66.8508,245,64.9894,254,103.609,138,103.609,138,116.346,323,116.346,323,-12.7368,285
2003,Rutgers,70.1781,108,68.6996,91,100.945,193,100.945,193,94.9385,44,94.9385,44,6.00695,101
2003,"Sacramento St.",70.4558,95,69.1731,76,94.1056,280,94.1056,280,102.997,181,102.997,181,-8.89151,246
2003,"Sacred Heart",71.9817,48,69.9343,55,93.9235,283,93.9235,283,110.696,299,110.696,299,-16.7721,303
2003,"Saint Joseph's",65.4721,279,64.0754,281,109.04,58,109.04,58,88.2875,6,88.2875,6,20.7521,17
2003,"Saint Louis",60.6828,320,58.9095,323,104.105,131,104.105,131,95.7604,55,95.7604,55,8.34471,79
2003,"Saint Mary's",67.803,203,65.5837,230,98.4756,232,98.4756,232,96.295,62,96.295,62,2.18058,142
2003,"Saint Peter's",72.8931,33,71.1974,30,100.268,204,100.268,204,108.298,277,108.298,277,-8.03045,237
2003,"Sam Houston St.",68.7159,156,67.156,158,101.462,179,101.462,179,100.642,136,100.642,136,0.819387,157
2003,Samford,61.1669,316,58.8364,324,100.965,192,100.965,192,105.126,222,105.126,222,-4.16161,205
2003,"San Diego",72.4607,39,70.8525,34,104.669,119,104.669,119,96.3506,64,96.3506,64,8.31844,80
2003,"San Diego St.",67.6277,212,66.8715,171,108.024,67,108.024,67,101.33,149,101.33,149,6.69435,92
2003,"San Francisco",65.3069,281,63.2267,293,109.098,55,109.098,55,104.911,219,104.911,219,4.18706,118
2003,"San Jose St.",67.231,232,65.2307,245,96.1129,262,96.1129,262,107.944,268,107.944,268,-11.8307,280
2003,"Santa Clara",66.9495,239,65.0586,251,96.915,256,96.915,256,103.167,184,103.167,184,-6.2518,226
2003,"Savannah St.",76.1774,4,73.1523,7,78.2098,326,78.2098,326,105.16,224,105.16,224,-26.95,324
2003,"Seton Hall",67.875,199,65.6698,223,104.602,122,104.602,122,92.3464,20,92.3464,20,12.2551,53
2003,Siena,71.1395,72,68.8759,83,105.308,110,105.308,110,101.415,150,101.415,150,3.89297,122
2003,SMU,70.732,89,68.15,114,103.596,140,103.596,140,101.237,146,101.237,146,2.35871,140
2003,"South Alabama",67.8798,198,65.6617,224,105.411,108,105.411,108,104.56,204,104.56,204,0.850651,156
2003,"South Carolina",67.2035,233,65.5015,235,103.126,150,103.126,150,94.8125,38,94.8125,38,8.31363,81
