Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM
2018,Belmont,68.5008,216,66.9385,240,113.47,21,112.686,56,101.035,91,103.538,146,9.14768,83
2018,Bethune Cookman,77.3739,3,76.0424,3,103.453,184,99.5428,262,103.028,149,110.593,288,-11.05,288
2018,Binghamton,67.011,287,66.0601,280,99.1525,275,97.4391,307,105.224,212,109.372,262,-11.9334,297
2018,Boise St.,70.4364,110,68.8303,141,108.176,90,109.855,82,96.9346,19,96.9507,42,12.9041,61
2018,Boston College,70.2069,122,70.1553,73,107.845,96,113.14,52,105.694,223,102.932,128,10.2075,77
2018,Boston University,68.7092,211,67.5416,208,101.638,233,100.156,255,105.43,215,108.37,240,-8.21334,258
2018,Bowling Green,71.6285,61,70.0448,76,102.016,225,102.018,231,107.061,250,108.056,233,-6.03857,232
2018,Bradley,66.0391,323,65.7661,292,101.837,229,104.371,184,98.8504,38,100.396,84,3.97514,124
2018,Brown,72.4501,42,71.7216,33,102.618,207,100.837,246,107.09,251,110.002,274,-9.16473,267
2018,Bryant,70.9308,94,70.1185,74,98.4207,286,98.6769,283,117.098,347,120.737,350,-22.0602,344
2018,Bucknell,72.4188,44,71.4056,40,110.531,48,109.502,90,99.462,56,102.195,116,7.3068,97
2018,Buffalo,73.66,20,72.6835,16,113.748,17,114.737,34,103.155,154,103.207,135,11.5295,67
2018,Butler,69.5195,168,67.5752,207,111.335,38,116.25,22,102.413,127,97.1991,45,19.0506,20
2018,BYU,67.8962,244,67.8987,190,108.427,84,108.35,110,98.725,37,98.0333,54,10.3166,73
2018,Cal Poly,66.9492,291,66.2271,270,96.7855,312,98.2209,294,111.278,321,113.199,320,-14.9777,325
2018,Cal St. Bakersfield,67.2435,272,65.3389,314,95.3511,327,97.2808,308,103.991,179,103.928,157,-6.64744,242
2018,Cal St. Fullerton,69.7427,153,69.6187,98,101.868,228,103.738,192,101.706,109,103.121,133,0.616874,162
2018,Cal St. Northridge,66.5781,301,65.7952,290,96.216,321,96.7271,313,110.797,312,113.186,319,-16.4586,330
2018,California,70.4373,109,68.6609,154,95.3055,329,98.1733,296,108.665,278,105.44,181,-7.26646,244
2018,Campbell,68.0785,237,67.9852,184,107.611,99,105.808,155,105.838,227,110.815,294,-5.00704,218
2018,Canisius,69.8827,143,68.9184,131,108.588,81,107.181,133,101.04,92,104.135,159,3.0462,131
2018,Central Arkansas,74.2379,16,72.6614,17,105.494,132,105.352,164,105.571,219,109.765,268,-4.41362,213
2018,Central Connecticut,66.3826,314,64.5083,329,100.118,259,97.9846,300,106.323,239,110.837,296,-12.852,310
2018,Central Michigan,68.347,223,67.5944,205,110.156,54,110.06,79,107.272,254,109.931,272,0.128627,168
2018,Charleston Southern,66.6615,298,66.4643,262,101.103,241,99.3865,265,104.158,184,106.818,206,-7.43139,246
2018,Charlotte,71.8124,57,71.1772,48,96.6327,314,99.3145,267,111.172,320,112.121,312,-12.8062,308
2018,Chattanooga,67.2206,274,65.4788,308,98.8139,283,99.2169,271,109.244,286,111.75,304,-12.5329,304
2018,Chicago St.,72.8458,33,72.1492,26,89.6524,347,96.547,315,120.794,350,119.136,348,-22.5885,346
2018,Cincinnati,66.0747,321,64.4766,330,112.262,28,113.399,49,87.4159,1,86.7974,2,26.6016,4
2018,Clemson,67.462,263,66.1334,274,108.46,83,114.214,44,97.068,20,92.5622,7,21.6521,14
2018,Cleveland St.,68.8785,204,67.0705,231,97.69,299,97.8905,302,108.659,277,110.035,277,-12.1442,300
2018,Coastal Carolina,68.7618,210,67.7972,194,101.432,236,101.754,235,103.842,173,105.941,189,-4.18747,209
2018,Colgate,67.1687,279,66.5865,254,106.599,111,104.966,170,105.202,211,108.682,252,-3.71571,202
2018,College of Charleston,66.168,320,64.8952,323,110.919,46,108.722,105,102.929,146,103.558,149,5.16377,115
2018,Colorado,69.4721,171,67.7677,197,102.362,218,104.916,173,104.046,180,99.6476,77,5.26811,114
2018,Colorado St.,71.3897,73,69.6445,97,99.5155,269,102.647,214,109.866,293,108.303,237,-5.65639,224
2018,Columbia,70.8895,95,69.9717,80,106.573,115,107.331,128,110.167,300,113.338,321,-6.0076,231
2018,Connecticut,67.1568,280,66.9966,236,99.9833,261,104.957,171,107.321,255,105.388,178,-0.430214,179
2018,Coppin St.,69.1554,190,67.0612,232,86.3237,351,86.5215,351,105.978,230,110.489,284,-23.9679,347
2018,Cornell,70.3112,119,69.2025,117,104.079,167,104.67,177,111.798,325,113.568,324,-8.89827,265
2018,Creighton,72.7726,34,70.787,57,113.356,23,115.529,25,102.265,121,98.614,58,16.9147,30
2018,Dartmouth,67.7601,250,66.7859,245,99.5986,267,98.5325,287,108.98,284,110.62,289,-12.0874,299
2018,Davidson,65.1855,332,64.4721,332,115.793,9,116.989,16,102.47,130,102.294,120,14.6957,43
2018,Dayton,66.9831,288,66.2721,267,106.231,124,108.361,109,108.213,271,108.342,238,0.0192305,172
2018,Delaware,66.5365,305,65.9443,285,103.535,181,101.995,232,109.503,290,109.567,267,-7.57197,247
2018,Delaware St.,66.8936,292,64.9433,322,92.9249,337,90.3465,344,115.448,342,118.284,344,-27.9372,350
2018,Denver,68.2267,230,66.4021,265,102.872,200,102.566,217,106.313,237,106.796,203,-4.22981,210
2018,DePaul,71.242,78,69.7727,89,100.646,248,104.505,183,103.035,150,97.4739,49,7.03106,99
2018,Detroit,74.4854,15,72.3979,21,101.086,242,102.599,215,115.091,341,116.799,342,-14.2003,319
2018,Drake,69.0217,200,68.3733,169,103.323,189,105.923,152,104.812,200,104.83,171,1.09295,155
2018,Drexel,69.8343,148,69.0271,123,103.916,172,102.99,211,110.801,313,110.723,292,-7.73318,251
2018,Duke,70.5652,105,69.67,93,118.735,3,122.442,3,97.7427,27,93.5841,9,28.8577,3
2018,Duquesne,66.4824,311,66.248,269,106.492,118,104.612,179,103.042,151,108.241,236,-3.62929,201
2018,East Carolina,68.8213,206,68.7327,148,95.104,330,96.7432,312,107.636,262,109.519,263,-12.7763,307
2018,East Tennessee St.,69.3734,178,67.6053,203,107.206,106,105.271,166,95.8089,16,97.7833,52,7.48805,93
2018,Eastern Illinois,66.4683,312,65.5246,305,98.0201,293,99.0017,277,105.162,209,107.144,213,-8.14215,257
2018,Eastern Kentucky,69.2222,186,68.5598,161,100.81,245,101.662,237,111.139,319,112.625,316,-10.9628,286
2018,Eastern Michigan,66.5633,304,65.1034,319,104.103,166,102.321,218,100.25,73,100.013,81,2.30838,143
2018,Eastern Washington,69.0741,194,66.5378,258,106.626,110,107.302,130,104.124,182,104.628,164,2.67374,136
2018,Elon,67.7723,249,67.329,216,103.097,193,103.635,193,110.849,315,111.259,301,-7.62419,248
2018,Evansville,65.8643,325,65.6906,295,96.4269,316,99.319,266,97.3851,24,96.4717,32,2.84734,134
2018,Fairfield,72.1655,51,70.4952,63,102.991,195,102.058,229,104.515,195,106.427,195,-4.36847,212
2018,Fairleigh Dickinson,71.1241,86,70.4515,66,102.409,216,102.207,222,108.916,281,112.363,315,-10.1561,274
2018,FIU,69.9405,141,68.956,128,98.0024,294,98.3591,292,101.217,98,103.686,154,-5.32646,222
2018,Florida,68.3665,220,67.1294,226,109.225,69,114.494,41,100.195,70,95.5304,24,18.9633,22
2018,Florida A&M,69.48,170,67.0844,230,97.0614,305,95.5651,325,112.499,332,116.776,341,-21.2112,341
2018,Florida Atlantic,70.3165,118,69.1923,119,94.3527,334,95.9313,321,102.081,114,102.031,112,-6.0999,233
2018,Florida Gulf Coast,73.4332,25,71.6249,35,110.542,47,107.465,124,99.9741,67,103.992,158,3.47316,127
2018,Florida St.,72.0815,55,71.249,45,109.414,65,114.291,43,99.9292,65,96.5213,33,17.7695,27
2018,Fordham,66.8308,296,65.9832,283,92.5004,340,94.4634,334,104.946,205,106.095,191,-11.632,292
2018,Fort Wayne,73.58,21,72.5763,19,108.166,91,107.747,118,105.746,226,107.243,215,0.503663,165
2018,Fresno St.,68.3235,225,66.6134,252,109.415,64,109.685,85,100.218,72,99.6175,76,10.0674,79
2018,Furman,70.0277,136,68.6272,156,110.493,50,108.917,99,99.3066,50,101.506,104,7.41068,95
2018,Gardner Webb,68.1695,232,67.7002,199,96.9223,307,97.5866,304,104.563,197,106.109,192,-8.5223,261
2018,George Mason,69.631,160,69.0732,122,101.377,238,102.146,223,106.894,246,107.313,216,-5.16714,220
2018,George Washington,66.2845,316,65.811,288,101.559,235,103.58,196,106.112,233,106.239,193,-2.65958,192
2018,Georgetown,71.6578,60,70.4572,65,106.391,119,109.715,84,103.703,169,102.28,119,7.43566,94
2018,Georgia,65.4021,331,64.3977,334,102.452,213,107.522,122,100.914,88,95.8827,27,11.639,65
2018,Georgia Southern,69.802,150,68.8824,134,105.206,139,105.921,153,101.181,96,104.275,161,1.64596,152
2018,Georgia St.,67.4173,266,66.7649,246,108.199,88,108.798,102,99.0492,43,101.876,110,6.92215,101
2018,Georgia Tech,66.5186,308,66.1116,277,98.5921,284,103.578,197,101.89,112,98.676,61,4.90158,119
2018,Gonzaga,69.6416,159,69.4211,107,118.414,4,118.086,14,95.7241,15,95.0514,18,23.0349,10
2018,Grambling St.,73.3774,27,72.2152,25,96.8541,309,94.2604,336,100.311,75,105.968,190,-11.7078,295
2018,Grand Canyon,70.3243,117,69.0228,125,103.354,187,102.083,226,91.3625,3,97.5491,50,4.53381,121
2018,Green Bay,73.5635,23,72.2487,23,99.7683,263,99.9146,258,105.733,224,108.584,248,-8.66959,263
2018,Hampton,73.9371,17,71.9474,28,104.182,164,100.991,243,103.208,157,108.671,251,-7.68002,250
2018,Hartford,67.4733,261,66.5381,257,103.856,174,102.925,213,103.973,178,107.815,231,-4.89017,215
2018,Harvard,66.3272,315,65.6109,301,100.526,250,100.583,248,98.4224,34,98.2551,55,2.32774,141
2018,Hawaii,68.5437,215,67.8558,192,99.581,268,99.1371,273,99.5071,58,102.513,121,-3.37636,200
2018,High Point,66.1751,319,65.8772,287,101.921,226,100.077,257,102.543,131,106.582,199,-6.50541,241
2018,Hofstra,70.0966,131,68.8678,136,111.737,33,111.111,71,110.028,297,110.124,282,0.987112,157
2018,Holy Cross,63.7198,345,62.9002,346,98.9895,279,97.5001,306,105.636,221,108.859,256,-11.3593,290
2018,Houston,68.3575,222,68.4245,167,111.903,31,114.609,38,94.8949,12,94.3736,13,20.2354,18
2018,Houston Baptist,74.9723,11,73.4666,14,98.0504,291,98.9084,280,113.961,339,116.55,339,-17.6416,333
2018,Howard,71.2234,81,69.8981,84,101.774,232,99.4475,263,112.409,331,118.485,346,-19.0372,335
2018,Idaho,67.5795,255,65.5701,303,109.679,59,109.163,95,102.436,129,105.622,184,3.5405,126
2018,Idaho St.,70.1862,124,68.1343,181,104.205,163,103.23,204,107.16,253,108.925,257,-5.69564,226
2018,Illinois,70.5016,107,69.947,81,105.069,145,109.637,86,104.29,188,102.966,129,6.67115,102
2018,Illinois Chicago,73.5755,22,72.4557,20,101.6,234,100.923,245,99.4254,55,101.761,107,-0.837379,182
2018,Illinois St.,69.2553,184,68.8597,138,100.368,252,105.676,157,104.235,186,103.288,139,2.38807,140
2018,Incarnate Word,71.4427,68,69.6656,95,94.4114,333,93.4849,341,112.147,329,115.084,334,-21.5991,342
2018,Indiana,67.5989,254,66.6308,251,105.181,141,109.396,92,102.832,142,98.9566,65,10.4392,71
2018,Indiana St.,70.1633,127,69.9282,82,100.266,256,104.691,176,101.275,99,102.063,113,2.62804,138
2018,Iona,71.4833,65,70.6518,58,109.168,73,109.963,80,104.997,206,107.329,218,2.63405,137
2018,Iowa,70.9832,93,70.3151,71,111.238,40,116.577,19,110.395,307,108.441,242,8.13599,88
2018,Iowa St.,69.5796,166,68.9345,130,103.722,176,109.943,81,107.467,257,103.367,143,6.57589,103
2018,IUPUI,68.283,227,66.1202,276,98.3663,287,98.2789,293,107.469,258,108.994,259,-10.7155,284
2018,Jackson St.,65.0782,336,64.0923,338,93.3332,336,89.4287,348,104.545,196,109.03,260,-19.601,337
2018,Jacksonville,71.405,71,68.6257,157,96.2084,322,94.1686,337,106.73,243,108.44,241,-14.2719,320
2018,Jacksonville St.,67.4936,258,66.204,271,104.481,157,102.314,219,97.9426,30,99.9976,79,2.31594,142
2018,James Madison,69.2614,182,67.8565,191,102.818,204,101.397,241,107.699,263,107.368,221,-5.97079,229
2018,Kansas,70.1823,125,68.7634,144,115.458,11,120.852,5,102.324,122,97.3616,47,23.4903,9
2018,Kansas St.,66.4919,310,65.6078,302,106.531,116,110.114,78,100.441,78,95.34,21,14.7736,42
2018,Kennesaw St.,71.1804,84,68.5474,163,100.181,257,98.9339,279,110.111,298,111.753,305,-12.8186,309
2018,Kent St.,70.1197,129,68.6826,152,102.287,220,102.082,227,105.616,220,106.418,194,-4.33561,211
2018,Kentucky,69.7213,155,68.7603,146,109.639,60,115.806,24,100.541,81,95.3621,22,20.444,17
2018,La Salle,69.0593,196,68.9377,129,102.84,203,104.857,175,103.718,170,103.798,155,1.05867,156
2018,Lafayette,68.6906,213,68.3098,174,102.782,205,101.847,233,108.083,269,112.015,310,-10.1676,275
2018,Lamar,69.6292,162,67.7824,195,103.286,191,101.564,239,100.389,77,105.285,177,-3.72119,203
2018,Lehigh,70.7892,97,70.7999,56,106.678,109,105.689,156,107.741,264,111.917,309,-6.22784,235
2018,Liberty,63.3974,350,63.1078,343,106.374,120,103.945,188,100.902,87,105.162,175,-1.2167,184
2018,Lipscomb,76.5445,4,74.9175,5,103.392,186,103.243,203,100.947,90,102.818,125,0.425282,167
2018,Little Rock,66.3883,313,65.0175,320,92.4337,341,93.8141,338,104.852,202,105.724,185,-11.9097,296
2018,LIU Brooklyn,72.4373,43,71.5954,37,104.901,149,102.31,220,105.31,214,110.582,287,-8.27177,259
2018,Long Beach St.,72.2422,49,71.769,30,102.479,212,106.105,147,108.706,279,108.725,254,-2.62058,191
2018,Longwood,69.2121,187,69.0801,121,88.5118,349,89.6314,347,108.517,275,110.044,279,-20.413,340
2018,Louisiana Lafayette,72.1128,54,70.6475,59,113.046,26,112.691,55,98.9691,40,101.548,105,11.1425,69
2018,Louisiana Monroe,67.0424,284,66.11,278,99.8636,262,100.486,251,104.365,191,106.484,196,-5.99885,230
2018,Louisiana Tech,68.4952,217,67.3143,218,105.652,130,106.906,137,103.433,161,104.896,173,2.00969,149
2018,Louisville,69.7876,151,69.6705,92,107.106,108,112.163,57,99.8906,63,96.7542,39,15.4089,38
2018,Loyola Chicago,65.6395,329,65.4809,307,107.999,93,111.413,63,94.8616,11,95.025,17,16.3876,31
2018,Loyola Marymount,67.5128,256,66.8815,243,104.92,148,107.234,131,112.917,333,113.408,322,-6.17471,234
2018,Loyola MD,69.4476,174,68.3826,168,97.6128,300,96.2487,318,108.156,270,110.832,295,-14.583,323
2018,LSU,69.4177,177,68.7301,149,111.403,37,114.837,33,107.122,252,103.22,136,11.6169,66
2018,Maine,71.2991,77,71.3471,41,90.4548,345,90.8993,342,106.666,241,108.358,239,-17.4583,332
2018,Manhattan,67.4757,260,65.774,291,100.708,247,99.2728,269,102.144,117,104.227,160,-4.9543,216
2018,Marist,71.4716,66,69.6466,96,99.4526,270,98.4806,291,112.046,327,112.947,317,-14.4669,321
2018,Marquette,70.3837,113,69.5236,100,114.416,15,119.24,12,110.293,303,105.56,182,13.6805,53
2018,Marshall,75.7665,7,74.7273,6,108.686,80,109.389,93,103.592,167,102.858,126,6.53148,105
2018,Maryland,66.5292,307,66.3065,266,109.185,71,114.103,45,100.829,86,99.0758,67,15.027,39
2018,Maryland Eastern Shore,67.0367,286,65.9023,286,90.398,346,90.7876,343,116.293,346,117.845,343,-27.0577,349
2018,Massachusetts,67.3601,269,66.4186,264,104.784,153,106.407,142,108.795,280,110.494,285,-4.0868,207
2018,McNeese St.,71.5695,63,70.3838,68,100.273,255,100.642,247,108.494,274,112.111,311,-11.4689,291
2018,Memphis,66.2467,318,66.5687,255,105.028,146,107.45,125,105.843,228,106.667,200,0.782344,161
2018,Mercer,65.107,335,64.3401,335,112.124,29,111.728,60,107.477,259,110.458,283,1.27021,154
2018,Miami FL,67.8651,246,67.0394,233,107.641,98,112.856,53,99.258,47,97.4297,48,15.4259,37
2018,Miami OH,68.2466,229,66.7138,248,99.1301,276,100.22,254,102.642,134,103.038,132,-2.81854,194
2018,Michigan,65.6481,328,64.8604,324,109.836,56,114.717,35,95.8537,17,90.5127,3,24.2042,7
2018,Michigan St.,68.0548,238,67.0387,234,117.189,7,119.188,13,95.3364,13,93.7747,10,25.4137,6
2018,Middle Tennessee,67.6952,252,66.5178,259,109.183,72,111.322,67,98.007,32,96.6444,35,14.6777,45
2018,Milwaukee,67.5011,257,65.694,294,100.569,249,100.31,253,100.214,71,103.417,144,-3.10706,196
2018,Minnesota,70.3032,120,69.843,85,105.217,137,108.73,104,105.983,231,103.652,152,5.07849,117
2018,Mississippi,70.6504,102,70.0415,77,105.48,133,111.142,68,108.954,283,104.725,168,6.41651,108
2018,Mississippi St.,68.1549,234,67.3085,219,105.954,126,110.526,76,99.2696,48,96.9185,40,13.607,54
2018,Mississippi Valley St.,69.88,144,69.4263,106,91.1353,343,90.3029,345,110.337,306,114.508,327,-24.2053,348
2018,Missouri,67.2822,271,65.6902,296,107.159,107,111.876,58,100.622,82,97.0496,43,14.8262,40
2018,Missouri St.,66.0464,322,65.4776,309,105.085,144,108.339,112,101.468,104,103.533,145,4.8058,120
2018,Monmouth,71.1727,85,69.9879,79,102.847,202,103.531,198,104.221,185,104.742,170,-1.21137,183
2018,Montana,69.7287,154,67.9829,185,108.809,77,108.842,101,96.7088,18,98.4385,56,10.4038,72
2018,Montana St.,71.4337,69,69.6657,94,102.496,210,102.068,228,109.926,295,111.343,302,-9.27478,270
2018,Morehead St.,70.2486,121,68.5362,164,97.2419,304,99.0324,274,109.661,291,108.994,258,-9.96169,273
2018,Morgan St.,70.5793,104,68.8912,133,100.305,254,96.318,317,104.901,203,111.134,298,-14.8158,324
2018,Mount St. Mary's,66.5959,300,64.6942,325,106.34,121,103.741,191,106.122,234,110.099,281,-6.35828,238
2018,Murray St.,67.6113,253,67.1965,222,114.337,16,112.852,54,98.5704,36,100.661,93,12.1917,62
2018,Navy,66.6672,297,65.4055,310,100.963,243,98.6643,284,99.9847,68,104.331,162,-5.66692,225
2018,Nebraska,68.1697,231,67.3906,214,105.657,129,110.611,75,100.268,74,97.0679,44,13.5429,55
2018,Nebraska Omaha,72.4611,41,69.7962,87,102.142,223,104.07,187,115.955,345,114.736,330,-10.6662,283
2018,Nevada,70.3605,116,69.4478,105,115.961,8,120.173,7,102.399,126,101.782,108,18.3914,25
2018,New Hampshire,66.0233,324,65.3932,313,99.2063,273,98.1728,297,105.198,210,108.524,244,-10.3509,278
2018,New Mexico,72.7267,36,71.3384,42,109.912,55,113.325,51,106.376,240,106.803,204,6.52174,106
2018,New Mexico St.,69.8605,146,68.4753,165,107.536,101,107.88,116,93.1511,4,94.9622,16,12.9182,60
2018,New Orleans,68.0259,239,66.1084,279,98.9251,281,98.492,288,103.854,174,107.444,223,-8.95152,266
2018,Niagara,74.8747,12,73.6763,10,110.393,53,109.523,88,111.044,317,113.515,323,-3.99195,205
2018,Nicholls St.,75.9478,6,73.4955,12,104.789,152,103.334,200,101.045,93,104.891,172,-1.55681,185
2018,NJIT,70.4089,111,66.9369,241,102.248,222,98.6099,286,104.45,193,106.563,198,-7.95348,254
2018,Norfolk St.,71.6086,62,69.0078,127,99.2311,272,95.4487,328,103.072,152,108.589,249,-13.1398,312
2018,North Carolina,71.7062,59,71.2265,46,113.325,24,120.336,6,102.247,120,96.7477,38,23.5883,8
2018,North Carolina A&T,70.0614,133,69.2602,113,102.413,215,98.1162,299,104.685,198,110.796,293,-12.6797,306
2018,North Carolina Central,67.7781,248,64.9541,321,102.367,217,96.5986,314,103.266,158,110.011,276,-13.4119,316
2018,North Carolina St.,72.0622,56,71.4287,38,111.933,30,116.333,21,103.915,177,101.815,109,14.5186,46
2018,North Dakota,73.1289,28,71.4163,39,101.416,237,103.11,207,111.045,318,109.522,265,-6.41138,239
2018,North Dakota St.,68.3582,221,66.4949,261,105.243,136,105.019,169,105.744,225,105.388,179,-0.369502,176
2018,North Florida,75.3441,9,73.5681,11,104.8,151,107.706,121,117.875,348,118.357,345,-10.651,282
2018,North Texas,69.2659,181,67.7724,196,103.622,178,105.557,162,101.471,105,103.36,142,2.19671,146
2018,Northeastern,67.8358,247,66.9858,237,108.912,76,107.804,117,101.212,97,100.466,86,7.33765,96
2018,Northern Arizona,70.3686,115,68.6101,158,91.8187,342,93.5104,340,110.721,310,109.527,266,-16.0169,327
2018,Northern Colorado,73.4448,24,72.2166,24,107.357,103,107.303,129,99.3855,54,100.757,94,6.54641,104
2018,Northern Illinois,68.8316,205,67.0318,235,103.46,183,103.305,201,110.667,309,110.969,297,-7.66326,249
2018,Northern Iowa,63.6204,347,62.6612,349,98.988,280,103.18,205,99.0673,44,98.6738,60,4.50619,122
2018,Northern Kentucky,70.1696,126,68.6076,159,108.286,87,107.515,123,95.5595,14,99.586,75,7.92945,90
2018,Northwestern,65.1476,334,63.9137,340,103.799,175,109.161,96,102.393,125,100.592,90,8.56855,85
2018,Northwestern St.,71.2415,79,68.8602,137,86.8478,350,88.2913,349,110.231,301,110.698,291,-22.4066,345
2018,Notre Dame,66.5356,306,65.3938,312,110.94,45,114.889,32,102.839,144,99.1016,68,15.7872,35
2018,Oakland,72.2099,50,70.2876,72,107.475,102,107.443,126,104.505,194,107.671,226,-0.227903,175
2018,Ohio,72.7322,35,71.2931,44,100.766,246,100.393,252,101.868,111,103.13,134,-2.73713,193
2018,Ohio St.,67.9321,242,66.9796,238,111.26,39,116.016,23,98.5112,35,94.8568,15,21.1587,16
2018,Oklahoma,76.5131,5,75.4786,4,109.605,62,114.61,37,105.925,229,100.452,85,14.1584,48
2018,Oklahoma St.,70.8231,96,68.8797,135,107.307,104,111.558,61,102.77,139,98.6241,59,12.9334,59
2018,Old Dominion,66.5741,302,64.4727,331,109.252,67,108.77,103,93.7152,5,96.6261,34,12.1442,64
2018,Oral Roberts,67.1841,278,65.2853,315,103.135,192,106.036,150,114.654,340,112.273,314,-6.23736,236
2018,Oregon,69.6684,158,67.3466,215,110.497,49,111.134,70,102.548,132,100.892,98,10.2423,75
2018,Oregon St.,67.4232,265,65.5218,306,106.573,114,108.24,114,102.878,145,101.251,102,6.98975,100
2018,Pacific,66.8557,294,66.2523,268,104.303,160,106.588,139,107.574,260,107.016,210,-0.428495,178
2018,Penn,70.0316,135,68.893,132,104.783,154,103.068,208,97.177,22,99.3732,72,3.69458,125
2018,Penn St.,67.8849,245,67.3191,217,109.792,57,114.297,42,97.818,28,95.1121,19,19.185,19
2018,Pepperdine,67.4814,259,67.512,210,103.321,190,105.041,168,115.526,343,114.548,328,-9.50644,271
2018,Pittsburgh,65.6677,327,65.1795,318,93.5001,335,98.949,278,109.431,289,104.71,166,-5.76149,227
2018,Portland,67.7336,251,67.1202,228,97.8286,297,99.0246,275,110.601,308,108.686,253,-9.66121,272
2018,Portland St.,75.303,10,74.5617,7,107.739,97,107.891,115,106.871,245,107.327,217,0.564326,164
2018,Prairie View A&M,72.3432,45,70.8299,55,102.435,214,101.418,240,105.119,208,110.621,290,-9.20308,269
2018,Presbyterian,64.3716,343,63.3827,342,97.9958,295,97.8245,303,111.765,323,115.488,336,-17.6637,334
2018,Princeton,65.8022,326,64.5106,328,105.211,138,105.33,165,106.153,235,107.77,230,-2.43957,190
2018,Providence,69.4649,172,67.1232,227,104.294,161,108.895,100,103.086,153,96.7201,36,12.1749,63
2018,Purdue,67.9773,240,67.1525,223,117.792,5,122.701,2,97.0782,21,96.4313,31,26.2697,5
2018,Quinnipiac,67.929,243,66.5023,260,102.731,206,101.735,236,110.114,299,112.198,313,-10.4631,280
2018,Radford,63.5801,348,63.016,344,103.577,180,102.936,212,101.051,94,102.868,127,0.0673502,170
2018,Rhode Island,69.1532,191,68.3541,173,109.226,68,111.134,69,98.9865,41,97.2018,46,13.9324,52
2018,Rice,69.6296,161,67.4701,212,96.0368,323,99.0058,276,108.447,273,110.096,280,-11.0907,289
2018,Richmond,68.3024,226,67.9399,189,104.019,169,107.363,127,109.309,287,108.139,234,-0.776044,181
2018,Rider,74.8,13,73.8293,8,108.805,78,109.193,94,104.235,187,106.917,208,2.27666,145
2018,Robert Morris,70.775,100,69.2674,112,96.9135,308,94.7334,331,99.4798,57,102.522,122,-7.78862,253
2018,Rutgers,66.6145,299,66.0338,281,95.421,326,99.2328,270,97.5648,26,96.1617,28,3.07108,130
2018,Sacramento St.,67.3841,268,65.5691,304,98.1822,288,99.7978,260,110.298,304,110.573,286,-10.7748,285
2018,Sacred Heart,69.3182,180,68.3588,172,97.8794,296,96.026,320,104.348,190,108.597,250,-12.5714,305
2018,Saint Joseph's,71.1904,83,70.5352,60,103.415,185,105.638,159,100.806,85,100.486,88,5.15229,116
2018,Saint Louis,64.7204,340,64.1286,337,101.118,239,102.099,225,101.304,101,99.9981,80,2.10135,148
2018,Saint Mary's,63.6393,346,63.4621,341,119.925,2,119.359,11,100.37,76,103.224,137,16.1341,32
2018,Saint Peter's,65.1724,333,62.5887,350,98.0633,290,95.5281,326,99.2723,49,100.524,89,-4.99584,217
